user_id,variant,experiment_name
U000299,B_treatment,checkout_optimization
U000300,A_control,checkout_optimization
U000301,B_treatment,checkout_optimization
U000302,B_treatment,checkout_optimization
U000303,A_control,checkout_optimization
U000305,B_treatment,checkout_optimization
U000306,A_control,checkout_optimization
U000308,A_control,checkout_optimization
U000309,A_control,checkout_optimization
U000310,B_treatment,checkout_optimization
U000311,B_treatment,checkout_optimization
U000312,B_treatment,checkout_optimization
U000314,B_treatment,checkout_optimization
U000315,A_control,checkout_optimization
U000316,A_control,checkout_optimization
U000318,B_treatment,checkout_optimization
U000319,B_treatment,checkout_optimization
U000321,B_treatment,checkout_optimization
U000322,B_treatment,checkout_optimization
U000323,B_treatment,checkout_optimization
U000324,B_treatment,checkout_optimization
U000326,A_control,checkout_optimization
U000327,A_control,checkout_optimization
U000328,A_control,checkout_optimization
U000329,A_control,checkout_optimization
U000330,B_treatment,checkout_optimization
U000331,A_control,checkout_optimization
U000332,A_control,checkout_optimization
U000333,B_treatment,checkout_optimization
U000334,A_control,checkout_optimization
U000335,A_control,checkout_optimization
U000337,A_control,checkout_optimization
U000338,A_control,checkout_optimization
U000340,A_control,checkout_optimization
U000341,B_treatment,checkout_optimization
U000343,A_control,checkout_optimization
U000344,B_treatment,checkout_optimization
U000345,A_control,checkout_optimization
U000346,A_control,checkout_optimization
U000347,A_control,checkout_optimization
U000349,A_control,checkout_optimization
U000351,A_control,checkout_optimization
U000352,A_control,checkout_optimization
U000353,B_treatment,checkout_optimization
U000356,A_control,checkout_optimization
U000357,A_control,checkout_optimization
U000358,A_control,checkout_optimization
U000362,A_control,checkout_optimization
U000363,B_treatment,checkout_optimization
U000365,B_treatment,checkout_optimization
U000371,A_control,checkout_optimization
U000372,B_treatment,checkout_optimization
U000373,B_treatment,checkout_optimization
U000374,B_treatment,checkout_optimization
U000375,A_control,checkout_optimization
U000376,B_treatment,checkout_optimization
U000378,B_treatment,checkout_optimization
U000379,A_control,checkout_optimization
U000380,A_control,checkout_optimization
U000381,B_treatment,checkout_optimization
U000382,A_control,checkout_optimization
U000383,A_control,checkout_optimization
U000384,A_control,checkout_optimization
U000385,A_control,checkout_optimization
U000386,B_treatment,checkout_optimization
U000389,B_treatment,checkout_optimization
U000390,A_control,checkout_optimization
U000392,B_treatment,checkout_optimization
U000393,B_treatment,checkout_optimization
U000394,B_treatment,checkout_optimization
U000395,A_control,checkout_optimization
U000396,B_treatment,checkout_optimization
U000397,B_treatment,checkout_optimization
U000399,B_treatment,checkout_optimization
U000400,B_treatment,checkout_optimization
U000401,A_control,checkout_optimization
U000403,A_control,checkout_optimization
U000407,A_control,checkout_optimization
U000408,A_control,checkout_optimization
U000409,B_treatment,checkout_optimization
U000410,B_treatment,checkout_optimization
U000411,B_treatment,checkout_optimization
U000412,A_control,checkout_optimization
U000414,A_control,checkout_optimization
U000415,B_treatment,checkout_optimization
U000416,B_treatment,checkout_optimization
U000417,B_treatment,checkout_optimization
U000418,B_treatment,checkout_optimization
U000419,A_control,checkout_optimization
U000420,A_control,checkout_optimization
U000421,A_control,checkout_optimization
U000422,A_control,checkout_optimization
U000423,A_control,checkout_optimization
U000424,B_treatment,checkout_optimization
U000425,A_control,checkout_optimization
U000428,A_control,checkout_optimization
U000430,A_control,checkout_optimization
U000432,A_control,checkout_optimization
U000433,A_control,checkout_optimization
U000435,B_treatment,checkout_optimization
U000437,A_control,checkout_optimization
U000440,B_treatment,checkout_optimization
U000441,A_control,checkout_optimization
U000442,B_treatment,checkout_optimization
U000444,A_control,checkout_optimization
U000446,B_treatment,checkout_optimization
U000447,A_control,checkout_optimization
U000449,B_treatment,checkout_optimization
U000450,A_control,checkout_optimization
U000451,A_control,checkout_optimization
U000452,A_control,checkout_optimization
U000453,A_control,checkout_optimization
U000454,A_control,checkout_optimization
U000456,B_treatment,checkout_optimization
U000457,A_control,checkout_optimization
U000458,A_control,checkout_optimization
U000459,B_treatment,checkout_optimization
U000462,B_treatment,checkout_optimization
U000464,A_control,checkout_optimization
U000470,A_control,checkout_optimization
U000471,A_control,checkout_optimization
U000472,B_treatment,checkout_optimization
U000473,B_treatment,checkout_optimization
U000475,B_treatment,checkout_optimization
U000478,A_control,checkout_optimization
U000479,B_treatment,checkout_optimization
U000480,B_treatment,checkout_optimization
U000481,A_control,checkout_optimization
U000482,A_control,checkout_optimization
U000483,B_treatment,checkout_optimization
U000484,B_treatment,checkout_optimization
U000485,B_treatment,checkout_optimization
U000486,A_control,checkout_optimization
U000487,B_treatment,checkout_optimization
U000489,A_control,checkout_optimization
U000491,B_treatment,checkout_optimization
U000492,B_treatment,checkout_optimization
U000496,A_control,checkout_optimization
U000498,B_treatment,checkout_optimization
U000499,B_treatment,checkout_optimization
U000500,B_treatment,checkout_optimization
U000501,B_treatment,checkout_optimization
U000502,B_treatment,checkout_optimization
U000503,A_control,checkout_optimization
U000504,A_control,checkout_optimization
U000505,B_treatment,checkout_optimization
U000508,B_treatment,checkout_optimization
U000512,A_control,checkout_optimization
U000513,B_treatment,checkout_optimization
U000514,B_treatment,checkout_optimization
U000515,B_treatment,checkout_optimization
U000517,B_treatment,checkout_optimization
U000518,B_treatment,checkout_optimization
U000521,A_control,checkout_optimization
U000523,B_treatment,checkout_optimization
U000524,A_control,checkout_optimization
U000526,A_control,checkout_optimization
U000527,B_treatment,checkout_optimization
U000530,B_treatment,checkout_optimization
U000531,A_control,checkout_optimization
U000532,A_control,checkout_optimization
U000534,B_treatment,checkout_optimization
U000535,B_treatment,checkout_optimization
U000537,A_control,checkout_optimization
U000538,B_treatment,checkout_optimization
U000539,A_control,checkout_optimization
U000540,A_control,checkout_optimization
U000541,B_treatment,checkout_optimization
U000546,B_treatment,checkout_optimization
U000549,B_treatment,checkout_optimization
U000550,A_control,checkout_optimization
U000551,A_control,checkout_optimization
U000553,A_control,checkout_optimization
U000555,B_treatment,checkout_optimization
U000556,B_treatment,checkout_optimization
U000558,A_control,checkout_optimization
U000561,A_control,checkout_optimization
U000562,A_control,checkout_optimization
U000563,B_treatment,checkout_optimization
U000564,B_treatment,checkout_optimization
U000565,A_control,checkout_optimization
U000566,A_control,checkout_optimization
U000569,B_treatment,checkout_optimization
U000570,A_control,checkout_optimization
U000571,B_treatment,checkout_optimization
U000572,A_control,checkout_optimization
U000573,B_treatment,checkout_optimization
U000574,B_treatment,checkout_optimization
U000576,B_treatment,checkout_optimization
U000578,B_treatment,checkout_optimization
U000580,B_treatment,checkout_optimization
U000582,B_treatment,checkout_optimization
U000585,A_control,checkout_optimization
U000587,A_control,checkout_optimization
U000588,B_treatment,checkout_optimization
U000589,A_control,checkout_optimization
U000590,A_control,checkout_optimization
U000591,B_treatment,checkout_optimization
U000593,B_treatment,checkout_optimization
U000594,B_treatment,checkout_optimization
U000595,A_control,checkout_optimization
U000596,A_control,checkout_optimization
U000598,B_treatment,checkout_optimization
U000599,A_control,checkout_optimization
U000600,B_treatment,checkout_optimization
U000601,A_control,checkout_optimization
U000602,B_treatment,checkout_optimization
U000605,A_control,checkout_optimization
U000606,A_control,checkout_optimization
U000607,A_control,checkout_optimization
U000608,B_treatment,checkout_optimization
U000610,B_treatment,checkout_optimization
U000611,B_treatment,checkout_optimization
U000612,B_treatment,checkout_optimization
U000614,A_control,checkout_optimization
U000615,A_control,checkout_optimization
U000616,A_control,checkout_optimization
U000617,B_treatment,checkout_optimization
U000620,A_control,checkout_optimization
U000621,B_treatment,checkout_optimization
U000622,B_treatment,checkout_optimization
U000623,B_treatment,checkout_optimization
U000624,A_control,checkout_optimization
U000625,B_treatment,checkout_optimization
U000626,A_control,checkout_optimization
U000627,B_treatment,checkout_optimization
U000628,A_control,checkout_optimization
U000629,A_control,checkout_optimization
U000630,B_treatment,checkout_optimization
U000631,A_control,checkout_optimization
U000633,A_control,checkout_optimization
U000634,A_control,checkout_optimization
U000636,B_treatment,checkout_optimization
U000637,B_treatment,checkout_optimization
U000638,A_control,checkout_optimization
U000640,B_treatment,checkout_optimization
U000642,A_control,checkout_optimization
U000643,A_control,checkout_optimization
U000644,B_treatment,checkout_optimization
U000646,B_treatment,checkout_optimization
U000647,A_control,checkout_optimization
U000648,A_control,checkout_optimization
U000649,A_control,checkout_optimization
U000650,A_control,checkout_optimization
U000651,A_control,checkout_optimization
U000652,A_control,checkout_optimization
U000653,B_treatment,checkout_optimization
U000654,A_control,checkout_optimization
U000656,A_control,checkout_optimization
U000657,B_treatment,checkout_optimization
U000658,A_control,checkout_optimization
U000659,B_treatment,checkout_optimization
U000660,B_treatment,checkout_optimization
U000661,B_treatment,checkout_optimization
U000662,B_treatment,checkout_optimization
U000663,B_treatment,checkout_optimization
U000664,B_treatment,checkout_optimization
U000667,B_treatment,checkout_optimization
U000668,B_treatment,checkout_optimization
U000670,A_control,checkout_optimization
U000672,B_treatment,checkout_optimization
U000673,B_treatment,checkout_optimization
U000674,A_control,checkout_optimization
U000675,B_treatment,checkout_optimization
U000677,B_treatment,checkout_optimization
U000678,A_control,checkout_optimization
U000679,A_control,checkout_optimization
U000681,B_treatment,checkout_optimization
U000682,B_treatment,checkout_optimization
U000683,B_treatment,checkout_optimization
U000684,A_control,checkout_optimization
U000685,A_control,checkout_optimization
U000686,B_treatment,checkout_optimization
U000687,B_treatment,checkout_optimization
U000689,A_control,checkout_optimization
U000691,B_treatment,checkout_optimization
U000693,B_treatment,checkout_optimization
U000694,B_treatment,checkout_optimization
U000695,A_control,checkout_optimization
U000697,B_treatment,checkout_optimization
U000698,A_control,checkout_optimization
U000699,B_treatment,checkout_optimization
U000700,A_control,checkout_optimization
U000701,A_control,checkout_optimization
U000706,A_control,checkout_optimization
U000707,A_control,checkout_optimization
U000709,A_control,checkout_optimization
U000710,B_treatment,checkout_optimization
U000711,B_treatment,checkout_optimization
U000714,A_control,checkout_optimization
U000715,B_treatment,checkout_optimization
U000716,A_control,checkout_optimization
U000717,B_treatment,checkout_optimization
U000718,A_control,checkout_optimization
U000719,A_control,checkout_optimization
U000720,B_treatment,checkout_optimization
U000721,B_treatment,checkout_optimization
U000722,B_treatment,checkout_optimization
U000723,B_treatment,checkout_optimization
U000724,A_control,checkout_optimization
U000725,B_treatment,checkout_optimization
U000726,A_control,checkout_optimization
U000727,A_control,checkout_optimization
U000728,B_treatment,checkout_optimization
U000730,A_control,checkout_optimization
U000731,B_treatment,checkout_optimization
U000732,B_treatment,checkout_optimization
U000733,B_treatment,checkout_optimization
U000734,B_treatment,checkout_optimization
U000735,B_treatment,checkout_optimization
U000736,B_treatment,checkout_optimization
U000738,B_treatment,checkout_optimization
U000739,B_treatment,checkout_optimization
U000740,A_control,checkout_optimization
U000741,A_control,checkout_optimization
U000742,B_treatment,checkout_optimization
U000743,B_treatment,checkout_optimization
U000744,B_treatment,checkout_optimization
U000746,B_treatment,checkout_optimization
U000747,A_control,checkout_optimization
U000749,B_treatment,checkout_optimization
U000750,A_control,checkout_optimization
U000752,A_control,checkout_optimization
U000753,B_treatment,checkout_optimization
U000755,A_control,checkout_optimization
U000757,B_treatment,checkout_optimization
U000760,B_treatment,checkout_optimization
U000763,B_treatment,checkout_optimization
U000764,A_control,checkout_optimization
U000765,B_treatment,checkout_optimization
U000768,A_control,checkout_optimization
U000769,B_treatment,checkout_optimization
U000770,B_treatment,checkout_optimization
U000771,B_treatment,checkout_optimization
U000774,A_control,checkout_optimization
U000775,A_control,checkout_optimization
U000776,B_treatment,checkout_optimization
U000779,B_treatment,checkout_optimization
U000781,A_control,checkout_optimization
U000782,A_control,checkout_optimization
U000784,B_treatment,checkout_optimization
U000785,B_treatment,checkout_optimization
U000786,A_control,checkout_optimization
U000787,B_treatment,checkout_optimization
U000788,A_control,checkout_optimization
U000790,A_control,checkout_optimization
U000791,A_control,checkout_optimization
U000792,A_control,checkout_optimization
U000793,B_treatment,checkout_optimization
U000794,A_control,checkout_optimization
U000796,B_treatment,checkout_optimization
U000799,B_treatment,checkout_optimization
U000801,B_treatment,checkout_optimization
U000803,B_treatment,checkout_optimization
U000804,A_control,checkout_optimization
U000805,A_control,checkout_optimization
U000807,B_treatment,checkout_optimization
U000808,A_control,checkout_optimization
U000809,B_treatment,checkout_optimization
U000812,B_treatment,checkout_optimization
U000814,A_control,checkout_optimization
U000816,A_control,checkout_optimization
U000817,B_treatment,checkout_optimization
U000818,A_control,checkout_optimization
U000819,B_treatment,checkout_optimization
U000820,B_treatment,checkout_optimization
U000821,A_control,checkout_optimization
U000823,A_control,checkout_optimization
U000824,B_treatment,checkout_optimization
U000825,B_treatment,checkout_optimization
U000826,B_treatment,checkout_optimization
U000828,B_treatment,checkout_optimization
U000829,B_treatment,checkout_optimization
U000830,A_control,checkout_optimization
U000831,A_control,checkout_optimization
U000832,A_control,checkout_optimization
U000833,A_control,checkout_optimization
U000835,A_control,checkout_optimization
U000836,A_control,checkout_optimization
U000837,A_control,checkout_optimization
U000838,B_treatment,checkout_optimization
U000839,A_control,checkout_optimization
U000840,A_control,checkout_optimization
U000841,A_control,checkout_optimization
U000844,B_treatment,checkout_optimization
U000846,B_treatment,checkout_optimization
U000849,B_treatment,checkout_optimization
U000852,B_treatment,checkout_optimization
U000853,B_treatment,checkout_optimization
U000855,B_treatment,checkout_optimization
U000856,B_treatment,checkout_optimization
U000857,B_treatment,checkout_optimization
U000858,A_control,checkout_optimization
U000861,B_treatment,checkout_optimization
U000865,A_control,checkout_optimization
U000867,A_control,checkout_optimization
U000868,A_control,checkout_optimization
U000869,A_control,checkout_optimization
U000872,B_treatment,checkout_optimization
U000873,A_control,checkout_optimization
U000876,B_treatment,checkout_optimization
U000878,B_treatment,checkout_optimization
U000880,A_control,checkout_optimization
U000881,B_treatment,checkout_optimization
U000882,A_control,checkout_optimization
U000883,B_treatment,checkout_optimization
U000884,B_treatment,checkout_optimization
U000885,B_treatment,checkout_optimization
U000886,A_control,checkout_optimization
U000887,B_treatment,checkout_optimization
U000889,A_control,checkout_optimization
U000891,B_treatment,checkout_optimization
U000892,B_treatment,checkout_optimization
U000893,A_control,checkout_optimization
U000895,B_treatment,checkout_optimization
U000897,B_treatment,checkout_optimization
U000898,B_treatment,checkout_optimization
U000899,A_control,checkout_optimization
U000901,A_control,checkout_optimization
U000902,A_control,checkout_optimization
U000903,B_treatment,checkout_optimization
U000904,B_treatment,checkout_optimization
U000905,B_treatment,checkout_optimization
U000906,B_treatment,checkout_optimization
U000907,A_control,checkout_optimization
U000908,B_treatment,checkout_optimization
U000909,B_treatment,checkout_optimization
U000910,A_control,checkout_optimization
U000911,B_treatment,checkout_optimization
U000913,B_treatment,checkout_optimization
U000914,A_control,checkout_optimization
U000915,B_treatment,checkout_optimization
U000916,A_control,checkout_optimization
U000917,B_treatment,checkout_optimization
U000918,A_control,checkout_optimization
U000919,B_treatment,checkout_optimization
U000920,A_control,checkout_optimization
U000921,A_control,checkout_optimization
U000922,B_treatment,checkout_optimization
U000923,B_treatment,checkout_optimization
U000924,A_control,checkout_optimization
U000925,B_treatment,checkout_optimization
U000926,B_treatment,checkout_optimization
U000927,A_control,checkout_optimization
U000928,B_treatment,checkout_optimization
U000930,A_control,checkout_optimization
U000932,A_control,checkout_optimization
U000934,B_treatment,checkout_optimization
U000935,A_control,checkout_optimization
U000936,B_treatment,checkout_optimization
U000937,A_control,checkout_optimization
U000938,A_control,checkout_optimization
U000939,A_control,checkout_optimization
U000940,A_control,checkout_optimization
U000941,B_treatment,checkout_optimization
U000942,B_treatment,checkout_optimization
U000943,B_treatment,checkout_optimization
U000945,B_treatment,checkout_optimization
U000946,B_treatment,checkout_optimization
U000947,A_control,checkout_optimization
U000948,A_control,checkout_optimization
U000950,A_control,checkout_optimization
U000952,B_treatment,checkout_optimization
U000953,B_treatment,checkout_optimization
U000955,A_control,checkout_optimization
U000956,A_control,checkout_optimization
U000957,B_treatment,checkout_optimization
U000960,A_control,checkout_optimization
U000962,A_control,checkout_optimization
U000964,A_control,checkout_optimization
U000966,B_treatment,checkout_optimization
U000967,B_treatment,checkout_optimization
U000968,A_control,checkout_optimization
U000969,B_treatment,checkout_optimization
U000971,A_control,checkout_optimization
U000974,A_control,checkout_optimization
U000975,A_control,checkout_optimization
U000976,A_control,checkout_optimization
U000977,A_control,checkout_optimization
U000978,B_treatment,checkout_optimization
U000980,A_control,checkout_optimization
U000981,B_treatment,checkout_optimization
U000983,B_treatment,checkout_optimization
U000984,A_control,checkout_optimization
U000986,B_treatment,checkout_optimization
U000987,A_control,checkout_optimization
U000988,A_control,checkout_optimization
U000989,B_treatment,checkout_optimization
U000990,A_control,checkout_optimization
U000992,A_control,checkout_optimization
U000993,B_treatment,checkout_optimization
U000994,A_control,checkout_optimization
U000995,B_treatment,checkout_optimization
U000996,A_control,checkout_optimization
U000997,A_control,checkout_optimization
U000998,A_control,checkout_optimization
U000999,B_treatment,checkout_optimization
U001000,B_treatment,checkout_optimization
U001001,A_control,checkout_optimization
U001003,A_control,checkout_optimization
U001004,A_control,checkout_optimization
U001005,B_treatment,checkout_optimization
U001006,B_treatment,checkout_optimization
U001007,B_treatment,checkout_optimization
U001008,B_treatment,checkout_optimization
U001010,B_treatment,checkout_optimization
U001011,A_control,checkout_optimization
U001012,A_control,checkout_optimization
U001013,A_control,checkout_optimization
U001015,A_control,checkout_optimization
U001016,B_treatment,checkout_optimization
U001017,B_treatment,checkout_optimization
U001018,B_treatment,checkout_optimization
U001020,A_control,checkout_optimization
U001021,B_treatment,checkout_optimization
U001022,A_control,checkout_optimization
U001023,A_control,checkout_optimization
U001024,A_control,checkout_optimization
U001025,B_treatment,checkout_optimization
U001026,A_control,checkout_optimization
U001027,B_treatment,checkout_optimization
U001028,A_control,checkout_optimization
U001029,A_control,checkout_optimization
U001032,B_treatment,checkout_optimization
U001033,A_control,checkout_optimization
U001034,A_control,checkout_optimization
U001035,B_treatment,checkout_optimization
U001036,A_control,checkout_optimization
U001037,A_control,checkout_optimization
U001038,A_control,checkout_optimization
U001041,B_treatment,checkout_optimization
U001042,B_treatment,checkout_optimization
U001045,A_control,checkout_optimization
U001046,B_treatment,checkout_optimization
U001049,A_control,checkout_optimization
U001051,A_control,checkout_optimization
U001052,B_treatment,checkout_optimization
U001053,B_treatment,checkout_optimization
U001054,A_control,checkout_optimization
U001055,A_control,checkout_optimization
U001056,A_control,checkout_optimization
U001058,A_control,checkout_optimization
U001060,A_control,checkout_optimization
U001061,A_control,checkout_optimization
U001062,A_control,checkout_optimization
U001063,A_control,checkout_optimization
U001064,B_treatment,checkout_optimization
U001065,A_control,checkout_optimization
U001066,B_treatment,checkout_optimization
U001067,A_control,checkout_optimization
U001068,B_treatment,checkout_optimization
U001070,B_treatment,checkout_optimization
U001071,B_treatment,checkout_optimization
U001072,B_treatment,checkout_optimization
U001073,A_control,checkout_optimization
U001076,B_treatment,checkout_optimization
U001077,B_treatment,checkout_optimization
U001078,A_control,checkout_optimization
U001079,B_treatment,checkout_optimization
U001081,B_treatment,checkout_optimization
U001083,B_treatment,checkout_optimization
U001085,B_treatment,checkout_optimization
U001088,A_control,checkout_optimization
U001094,B_treatment,checkout_optimization
U001097,B_treatment,checkout_optimization
U001098,B_treatment,checkout_optimization
U001099,A_control,checkout_optimization
U001100,B_treatment,checkout_optimization
U001102,A_control,checkout_optimization
U001103,B_treatment,checkout_optimization
U001104,B_treatment,checkout_optimization
U001105,A_control,checkout_optimization
U001106,A_control,checkout_optimization
U001108,A_control,checkout_optimization
U001110,B_treatment,checkout_optimization
U001112,A_control,checkout_optimization
U001113,B_treatment,checkout_optimization
U001114,B_treatment,checkout_optimization
U001115,B_treatment,checkout_optimization
U001117,A_control,checkout_optimization
U001119,B_treatment,checkout_optimization
U001120,A_control,checkout_optimization
U001121,B_treatment,checkout_optimization
U001122,B_treatment,checkout_optimization
U001123,B_treatment,checkout_optimization
U001125,A_control,checkout_optimization
U001129,A_control,checkout_optimization
U001130,B_treatment,checkout_optimization
U001131,B_treatment,checkout_optimization
U001132,B_treatment,checkout_optimization
U001134,B_treatment,checkout_optimization
U001136,A_control,checkout_optimization
U001137,B_treatment,checkout_optimization
U001138,A_control,checkout_optimization
U001139,B_treatment,checkout_optimization
U001140,A_control,checkout_optimization
U001141,B_treatment,checkout_optimization
U001143,B_treatment,checkout_optimization
U001144,A_control,checkout_optimization
U001145,B_treatment,checkout_optimization
U001147,A_control,checkout_optimization
U001149,A_control,checkout_optimization
U001150,A_control,checkout_optimization
U001152,A_control,checkout_optimization
U001153,A_control,checkout_optimization
U001154,B_treatment,checkout_optimization
U001155,B_treatment,checkout_optimization
U001156,B_treatment,checkout_optimization
U001159,A_control,checkout_optimization
U001160,B_treatment,checkout_optimization
U001161,B_treatment,checkout_optimization
U001163,B_treatment,checkout_optimization
U001164,A_control,checkout_optimization
U001165,B_treatment,checkout_optimization
U001166,A_control,checkout_optimization
U001167,A_control,checkout_optimization
U001170,A_control,checkout_optimization
U001173,B_treatment,checkout_optimization
U001174,A_control,checkout_optimization
U001175,A_control,checkout_optimization
U001176,A_control,checkout_optimization
U001177,A_control,checkout_optimization
U001178,A_control,checkout_optimization
U001179,B_treatment,checkout_optimization
U001180,A_control,checkout_optimization
U001181,A_control,checkout_optimization
U001182,B_treatment,checkout_optimization
U001184,B_treatment,checkout_optimization
U001186,A_control,checkout_optimization
U001187,A_control,checkout_optimization
